nomenclature,code
aquah fresh tooth paste,9999
oral b etb 7500 staff price,9999
bridge prep and imps app/full cost,900
dentocare single tuft brush,9999
skeleton partial denture single bar,707
admin fee,9999
nhs urgent reimp of luxated perm tooth,9999
await toothache,9999
medical history soft tissue,9999
wear/erosion/attrition,9986
recession/toothbrush abrasion/abfraction,9986
fracture line,9984
unerupted/exfoliated,9993
tooth present,9986
instruction in oral hygiene/diet advice,9999
sgortho fixed adjustment,1032
examination with assessment,100
cavity/caries,9976
examination with jf,100
white crown fit,415
fissure sealant-preventative,301
mobile,1122
fluoride varnish,300
bonded ortho retainer,1032
secondary denture impression(s) & bite,701
tooth rotated,9986
roots retaiined,9992
bond up sg ortho,1032
buccal  placed,9999
DEBAND,9999
exam lapsed,100
ortho diagnostic records,1032
food trap,9999
fixed ortho appliance,1032
perio treatment 30mins,214
private ortho emergency,126
perio pocket charting,229
i crown,806
nightguard-fit,1106
h60 linden perio health programme,206
routine examination child,124
perio treatment 45 mins,214
aligner review,103
overhang removal,9999
h30 linden perio health programme review 6/52,203
rct consultation,500
existing ceramic crown,415
nhs ortho  full case assessment,1000
root canal consultation,500
palatal/lingual placed,9999
overerupted tooth,9986
perio consultation internal,214
perio review 1 internal,103
flouride varnish,300
full periodontal pocket charting,214
periodontal treatment advanced,214
nhs panoral,107
perio treatment 60 mins internal,214
rct with nr,500
cbct,127
perio review 1 external,103
implant restoration fit,814
laboratory colour matching,9986
diagnostic  study models,110
drifted distal/mesial,9981
hygienist treatment with air flow cleaning,231
perio consultation external,214
prophy therapy and hygiene,231
aligner impression,9999
external referral perio consultation,214
prophy therapy,9999
drifted mesial/distal,9982
ex free restorative/ortho consult,100
h30 linden perio health review,203
exclusive crown fit,427
lava bridge fit,926
bupa insurance hygienist visit,203
periodontal reatment advanced review,103
splinting of a perio compromised tooth,1126
hard tissue augmentation,9999
sensitive dentine treatment,9999
exam with assessment mm,100
with fawad amin,9999
tooth whitening special offer,9999
ortho consult,1000
perio treatment 3 external,214
periodontal treatment basic,214
impressions ura,1128
duraphat 5000 tooth paste,9999
hyg list,9999
separators,9999
bridge maryland fibrebond,910
perio review 2 external,103
surgical set up fee,9999
c/o?,9999
lined with vitrebond,9999
bite wing xray,105
ease of denture,725
partialy erupted,9991
c\o lost crown,9986
c\o lost filling,9986
review appointment (nc),100
full pocket chart,9999
prescription reviewed,103
intermediate glass ionomer restoration,403
xray need assessment jsutification,9999
completion film taken,9999
perio maint 30mins,229
1 min pre op chx mr,9999
cemented with ketac-cem,9999
air flow perio,201
smooth filling or ledge,1116
med hist ckecked - see box,9999
diagnostic film taken,105
next review of xrays at,9999
c\o denture problem,9999
UE,9999
usual advice and models given to patient,110
temporary crown constructed,421
addition cured silicone impressions,1128
gppoint size,9999
silver amalgam (metal) filling,400
patient note,9990
implant retained crown placement,815
tubliseal sealer,9999
impp add,801
c\o sensitivity,9999
6 point pocket chart,9999
usual post extraction advice,9999
treatment options discussed,9999
glass ionomer (tooth  coloured) filling.,403
ketac silver,9986
5% na-hypocl irrigation,9999
lagiven,9999
scaling and polishing,200
one chrome denture fit,726
post op advice after root planing,9999
initial  consultion,9999
intra-oral camera demonstration,9999
alphaseal sealer,9999
medical history confirmed with pat,9999
single partial acrylic denture fit,707
extra-oral examination - normal,100
chelating agent used,9999
ni ti rorary preparation,9999
acrylic denture present,9999
consulttion/treatment time,9999
x-ray report,9999
cemented with temp bond,9999
impressions for study models,1128
cemented with fugi ix,9999
progress review,1012
ppe cost for non aerosol generating procedures,9999
single full acrylic denture fit,703
astringedent used,9999
childs exam,124
domocilary visit,1132
x-ray report:,9999
c\o gum problem,9999
"""cost for ppe for aerosol generating procedures""",9999
written consent received,9999
"""silver amalgam (metal) filling""",400
perio maint 20mins,229
insertion of dressing,207
radigraph checked,9999
rubber damm applied,9999
.CGF,9999
digital photo taken.,109
c\o lost bridge,9999
repairs to denture,715
gumshield impression,1128
syringed with corsodyl gel,9999
tel call made,9999
h30 denplan hygienist visit,203
ledermix and cavit,9999
chrome cobalt denture present.,726
occlusion adjusted,9999
collect plain gumshield,9999
examination child,124
reline of single denture,716
3g amoxicillin satchet given at start of treatment,1103
composite  (tooth coloured)  filling,401
p+c fit,427
summary audit completed,9999
cemented with aquacem,9999
p+c prep,414
composite (tooth coloured) filling,401
usual advice and models given to pt.,9999
small amalgam filling,400
elelectronic measurement used,9999
denplan assessment done band -,100
opus silver,399
dencare lab fee,9999
temporary bridge constructed,924
appliance check,9999
cemented with cavit,9999
non surgical treatment,9999
para post provided,9999
denture re-try,703
broken tooth smoothed,1116
please note:,9999
antiobiotic cover taken,9999
reviewed study models,103
broken appointment,9972
implant retained bridge,817
using dentine bonding system,9999
.CPJC,415
.C3GF,9986
to come early for local,9999
crown preparation & impression,414
impressions for special tray,1128
excel examination,100
upper denture repair,715
prescribed duraphat 5000,9999
usual advice given re cracked tooth,9999
periapical xray taken,106
excel preventive commitment,9999
collect multicoloured gumshield,9999
kerrs cement used as sealer,9999
gated glidden burs used,9999
implant referrals,9999
small tray used,9999
orthodotnic screening,1032
retraction cord used,9999
tunnel prep filling,9977
micdas score =1,9999
final apical iso size 25,9999
two full acrylic denture fit,703
smoking status,9999
gold overlay/inlay fit,451
perio surgical treatment,221
existing empress crown,416
bite wing xrays,105
cemented with phosphate cement,9986
discussion,9999
implant review (spring clean),813
scaling therapy with local anaesthesia,201
air polish,227
smoking cessation advice given,9999
hydrocolloid impressions for crown,1128
discussion of tootbrushing techniques.,9999
c/o wisdom teeth problem,9986
*PN.,9999
peroxyl mouthwash 1 min pre op,9999
viscogel reline,716
adjustments,1032
opened surgery out of hours,9999
examination  only (of esp),100
antibiotic cover presc given,1103
scale only  (of esp),200
full periodontal examination & charting,100
titanium post,449
retraction solution styptin used,9999
tooth partly erupted,9991
watch ? caries,9985
labwork sent to adrian howman,9999
dentomycin administered,9999
invesigation of problem,9999
perio review,214
oral health promotion programme,9999
orthodontic exam and treatment plan,1000
cemented with variolink,9986
existing bonded bridge,920
existting gold bridge abutment,9950
existing gold bridge pontic,904
vericheck,9999
sterile drapes used,9999
local periodontal pocket charting,9999
study models in box,110
lined with dycal,9999
access cavity filled with cavit,9986
final apical iso size 30,9999
blow down retainers,1010
"""post operative instructions given""",9999
advised tepe brush,9999
full course of treatment,1005
additions to dentures,712
primary impressions for dentures,700
implant surgical placement,801
two chrome dentures fit,703
cresophene and cavit,9986
impression invisalign,1128
small composite filling,400
core for crown,9986
fit gold bridge abutment,9950
lab work sent to savory & coghlan.,9999
perio assess/rads/treat,214
vivera retainers x3,1011
.CPO,9999
existing metal crown,420
dr crown fit,427
400mg administer pre op,9999
referral consultation,9999
three quarter gold crown fit,419
discussion of causes of gum disease,9999
clincheck review,103
cast precious metal post and core fit,444
advice on home care,9999
acrylic denture try in,703
hypocal and cavit,9999
polishing of filling,9986
post and core impression,1128
micdas score= 2,9999
bin note,9990
periodontal maintenance,229
new patient short consultation,102
soft tissues normal,9999
HYGP,231
working impressions for dentures,701
micro/genetic sampling,9999
scaling therapy,201
oraquix,9999
ortho treatment 20,1032
discussion of causes of dental decay,9999
dry xrays reviewed,103
ortho referal,9999
rads returned to dentist,9999
watch,9985
local pocket chart,9999
cemented with ketac silver,9986
periodontal assessment/treatment,214
existing porcelain veneer,438
demonstration of interdens,9999
investigation of problem.,9999
micro/genetic result,9999
fee,9999
acrylic denture bite visit,702
existing crowns/ implants,815
examination/review/maintenance,100
perio chip  therapy,216
offer of treatment,9999
elyzol gel second visit,9999
shown education slides,9999
open surgery out of hours.,9999
to be put on cancellation list,9999
take facebow reading,9999
porelainbonded to prec meetalbridgefit,926
labwork sent to savory & coghlan,9999
sr vivodent teeth,707
orthodontic status,1032
pocket depth charting,9999
EXT-,600
porcelain veneer prep,439
medallion brushes recommended.,9999
models given to patient.,9999
ceramic upper & metal lower,9999
in house retainers,1011
treatment planning,9999
zx snoring appliance,1106
discuss implications of bisphosphonate m,9999
amoxycillin provided,1102
small glass ionomer filling,403
antibiotic cover prior to treatment,1102
.BMR,9999
gumshield collected,9999
"""dm-exp exam & perio maintenance""",201
plaque control,9999
crown/overlay options,9999
final apical iso size 35,9999
ortho exam 0101,1000
large size x-ray,107
under 18 metal both arches,1032
discuss treatment options10,9999
.FPN,9999
medium tray used,9999
LETTER,9999
root canal preparation,9999
recurrent aphthous stomatitis,9999
.BMB,9999
chrome denture bite visit,599
discuss diet sheet & advice,9999
3 uda cot,9999
periodontal assess /ads/ treat,214
demonstration of interdental kit,9999
provisional bridge fit,926
bleaching procedure,9999
diet sheet & advice.,9999
options for space(s),9999
perio-chip each,216
perio (visit 1 of 2),201
perio (visit 2 of 2),201
other perio surgery,221
clinical colour photographs,109
[gold] pin or screw,9986
pin or screw,446
pin or screw (other's care),446
pin retention for bridge,434
pinned amalgam core[1734 - pin or screw retention],434
pinned amalgam core,400
veneer preparation & impression(s),439
veneer (preparation),439
cosmetic veneer (fit),437
cosmetic empress veneer (preparation),439
cosmetic empress veneer (fit),437
vital pulpotomy[1511 - vital pulpotomy of a permanent tooth],506
vmk [ur1],726
flexible thermoplastic nylon dentures,721
porcelain veneer fit,437
vital pulpotomy[4403 - vital pulpotomy/root treatment],506
vital pulpotomy,506
vital pulpotomy (other's care),506
visco-gel lining,9999
watch this tooth,9985
zoom whitening,9999
home whitening with offer,1114
free whitening consultation,9999
WZ,9999
x [ul4],105
xray services,9990
xbra [ur3],9986
xbrp [lr6],9986
bite wing or periapical xray,105
xdrl [ll8],9986
xdru [ul8],9986
proof of exemption requested,9999
xndrl [lr8],9986
panoral xray,107
clinical photograph,109
xrays,105
xst [lr8],9986
xt [ul8],9986
zoom home whitening offer,1114
full zoom treatment,1113
zoom home whitening,1114
zoom in chair whitening offer,1113
zoom in chair whitening,1113
appointment 1,9999
gum lengthening,9999
guided surg stent,820
addition of new gum to denture,9995
guml [ll6],9986
gumu [ul6],9986
hygienist services,9999
20 min hygienist visit,202
routine hygiene visit,231
30 min hygienist visit,203
extended hygiene visit,200
extended hygiene appointment,200
hygienist visit,231
40 min hygienist visit,204
arrest of abnormal haemorrhage,9999
arrest of abnormal haemorrhage (occ),9999
fissure sealant,301
placement of periochip,216
missed appt,9972
denplan hygiene,200
